1000,0,1,1,0,1,0,0,1,0,0
10000,0,0,1,1,2,1,3,1,2,1
100000,0,2,3,5,1,1,3,1,6,1
1000000,0,3,8,8,23,5,20,5,47,9
10000000,5,30,28,56,113,41,264,54,297,65
100000000,48,251,263,315,1080,386,2001,525,2966,658
